"date","tests_rate","tests_rate_lower","tests_rate_upper","tests_rate_daily","tests_rate_daily_lower","tests_rate_daily_upper","cases_rate","cases_rate_lower","cases_rate_upper","cases_rate_daily","cases_rate_daily_lower","cases_rate_daily_upper","mort","icu","hosp","cases","cases_week_avg","positives","tests","people_vaccinated","people_fully_vaccinated","total_vaccinations","total_distributed"
2020-04-19,0.0484187957834554,0.0428801143469716,0.0541361443630516,0.0413223140495868,0.00826446280991736,0.0826446280991736,0.0259692757863936,0.0217629846378932,0.0301755669348939,0.0169491525423729,0,0.0423728813559322,3,26,157,2,20.2857142857143,5,121,NA,NA,NA,NA
2020-04-20,0.041975724881996,0.0369184086311531,0.0472016183412003,0.0314569536423841,0.0223509933774834,0.0413907284768212,0.0232038501203163,0.019422481952561,0.0271570986593331,0.0159798149705635,0.00925147182506308,0.0235492010092515,1,33,125,19,19.2857142857143,38,1208,NA,NA,NA,NA
2020-04-21,0.0395151917649012,0.0347003154574132,0.0444960982898888,0.0382562277580071,0.0275800711743772,0.0498220640569395,0.0226389592836628,0.0189221152221659,0.0265247508025004,0.0181653042688465,0.0108991825613079,0.0263396911898274,5,28,145,20,19.1428571428571,43,1124,NA,NA,NA,NA
2020-04-22,0.0389863547758285,0.0342755035737492,0.043859649122807,0.0423236514522822,0.0315352697095436,0.0539419087136929,0.0226334049231786,0.0189988435486536,0.0264331736329093,0.0269814502529511,0.0185497470489039,0.036256323777403,4,33,157,32,19.5714285714286,51,1205,NA,NA,NA,NA
2020-04-23,0.0348730498623432,0.0304374426430101,0.0394616090547568,0.0298932384341637,0.0213523131672598,0.0391459074733096,0.0200341667960863,0.0166174871874515,0.0234508464047212,0.0151734104046243,0.00939306358381503,0.0216763005780347,2,28,173,21,18.4285714285714,42,1405,NA,NA,NA,NA
2020-04-24,0.0328309207580958,0.0286524399343382,0.0371586330398448,0.0216346153846154,0.0136217948717949,0.0296474358974359,0.0186250757116899,0.0154451847365233,0.0219563900666263,0.0145278450363196,0.00807102502017756,0.0217917675544794,3,33,180,18,17.5714285714286,27,1248,NA,NA,NA,NA
2020-04-25,0.0304753572470108,0.026538349372995,0.0345581802274716,0.0112,0.0032,0.0208,0.0170017740981668,0.0140449438202247,0.0201064458900059,0.00483091787439614,0,0.0112721417069243,1,24,165,3,16.4285714285714,7,625,NA,NA,NA,NA
2020-04-26,0.0299505670252981,0.0260250072695551,0.0340215178831056,0.0212765957446809,0,0.049645390070922,0.0169441579490202,0.0139973478709297,0.0200383085310152,0.0142857142857143,0,0.0357142857142857,5,24,166,2,16.4285714285714,3,141,NA,NA,NA,NA
2020-04-27,0.0283657917019475,0.0245554614733277,0.0323172452723681,0.0247875354107649,0.0169971671388102,0.03328611898017,0.0157255182273052,0.0128663330950679,0.0187276626161544,0.0100647016534867,0.00503235082674335,0.0158159597411934,0,23,161,14,15.7142857142857,35,1412,NA,NA,NA,NA
2020-04-28,0.0245652438282865,0.0212817706433175,0.0279703271312173,0.0190181335692172,0.0137107474568775,0.0247678018575851,0.0136497786522381,0.0111903590752582,0.0162321692080669,0.00937918713711478,0.00580616346583296,0.0133988387673068,2,20,177,21,15.8571428571429,43,2261,NA,NA,NA,NA
2020-04-29,0.0201231581262371,0.0172641301957334,0.0230921486694524,0.0144161460836136,0.00961076405574243,0.019702066314272,0.0108780108780109,0.00876900876900877,0.0130980130980131,0.00917874396135266,0.00531400966183575,0.0135265700483092,0,25,201,19,14,30,2081,NA,NA,NA,NA
2020-04-30,0.0176464446068706,0.0150360238070377,0.0203612822386969,0.0149330587023687,0.009783728115345,0.0205973223480947,0.0101010101010101,0.00810185185185185,0.0122053872053872,0.0098343685300207,0.0056935817805383,0.0144927536231884,1,26,200,19,13.7142857142857,29,1942,NA,NA,NA,NA
2020-05-01,0.0159274006852486,0.0136123715158811,0.0183350310213909,0.0109577922077922,0.00689935064935065,0.0154220779220779,0.00867537313432836,0.00699626865671642,0.0104477611940299,0.00611745513866232,0.0032626427406199,0.00938009787928222,3,22,187,15,13.2857142857143,27,2464,NA,NA,NA,NA
2020-05-02,0.0159721602569822,0.0136521816721692,0.0182921388417953,0.0123691722169363,0.00570884871550904,0.0190294957183635,0.00880819701599856,0.00710048534963149,0.0106057882437534,0.00764818355640535,0.00286806883365201,0.0133843212237094,4,24,171,8,14,13,1051,NA,NA,NA,NA
2020-05-03,0.0161347833838474,0.01381707969335,0.0185416295239793,0.032258064516129,0.00645161290322581,0.0645161290322581,0.00897907874652061,0.00727305378468169,0.0107748944958247,0.025974025974026,0.00649350649350649,0.051948051948052,2,21,152,4,14.2857142857143,5,155,NA,NA,NA,NA
2020-05-04,0.0144508670520231,0.0123635195889531,0.0166184971098266,0.013579781214636,0.00943040362127499,0.018106374952848,0.00791983190560853,0.00638435429125586,0.00953612413124293,0.00456794822992006,0.00228397411496003,0.00723258469737343,3,16,140,12,14,36,2651,NA,NA,NA,NA
2020-05-05,0.0128941939286767,0.01105216622458,0.0148099027409372,0.0119760479041916,0.00838323353293413,0.0158682634730539,0.00770313310125176,0.00629582993852307,0.00918450485149248,0.00811541929666366,0.00510970844604749,0.0114217012323414,2,17,144,27,14.8571428571429,40,3340,NA,NA,NA,NA
2020-05-06,0.0119558755532069,0.0102384569654535,0.0137393487020279,0.00952640174197061,0.0065323897659227,0.012792596624932,0.00723435322227384,0.00590694896130617,0.00862812769628991,0.00655200655200655,0.0040950040950041,0.00928200928200928,1,18,164,24,15.5714285714286,35,3674,NA,NA,NA,NA
2020-05-07,0.0100062896677912,0.00857681971524958,0.0114929384184344,0.0051150895140665,0.00302255289467566,0.00744013020227854,0.0060849598163031,0.00493685419058553,0.00729047072330654,0.00372526193247963,0.00209545983701979,0.00558789289871944,2,18,161,16,15.1428571428571,22,4301,NA,NA,NA,NA
2020-05-08,0.00915388421573479,0.0078673923800099,0.0104898565066799,0.00691775557263643,0.00480399692544197,0.00922367409684858,0.00580875781948168,0.00476616026213881,0.00690100287955516,0.00500577589526377,0.003273007316134,0.00693107431651906,0,10,148,26,16.7142857142857,36,5204,NA,NA,NA,NA
2020-05-09,0.00862936861786279,0.00738290426194928,0.00992377391054221,0.0040650406504065,0.00116144018583043,0.00754936120789779,0.00553044147350197,0.00456862556506685,0.00654034817735885,0.00348634514816967,0.00116211504938989,0.00639163277164439,0,14,143,6,16.4285714285714,7,1722,NA,NA,NA,NA
2020-05-10,0.00839288283535562,0.00719389957316196,0.00963982542803703,0.00641025641025641,0,0.0192307692307692,0.00533987588396594,0.00437773608505316,0.00635012267282436,0,0,0,2,20,159,0,15.8571428571429,1,156,NA,NA,NA,NA
2020-05-11,0.00762160950459538,0.006500784577449,0.00878726742882762,0.00764452938365982,0.00501672240802676,0.0102723363592929,0.0051685393258427,0.00426966292134831,0.0061123595505618,0.00383693045563549,0.00215827338129496,0.00575539568345324,0,16,127,16,16.4285714285714,32,4186,NA,NA,NA,NA
2020-05-12,0.00670189457404305,0.00567083387034412,0.0077759161403961,0.00659090909090909,0.00431818181818182,0.00909090909090909,0.00469220835126991,0.00383125269048644,0.00559621179509255,0.00478142076502732,0.00295992714025501,0.00683060109289617,0,10,152,21,15.5714285714286,29,4400,NA,NA,NA,NA
